,BillID,HeaderID,EntityOrderID,Text,CategoryLabel,HeaderText
702,24,339,2,,ACT,the Civil Rights Act
703,24,339,3,,DATE,1964
704,24,339,4,,MONEY,42 U.S.C.
705,24,340,1,,ORG,Section 704(b
706,24,340,2,,ACT,the Civil Rights Act
707,24,340,3,,DATE,1964
708,24,340,4,,CARDINAL,2000e–3(b
709,24,341,1,,ACT,the Civil Rights Act
710,24,341,2,,DATE,1964
711,24,341,3,,CARDINAL,2000e–5(g)(2)(A
712,24,342,1,,ORG,Federal Government Section
713,24,342,2,,ACT,the Civil Rights Act
714,24,342,3,,DATE,1964
715,24,342,4,,MONEY,42 U.S.C. 2000e–16
716,24,343,1,,DATE,1991
717,24,343,2,,DATE,1991
718,24,343,3,,MONEY,42 U.S.C.
719,24,344,1,,DATE,1106
720,24,344,2,,DATE,1107
721,24,344,3,,ACT,the Civil Rights Act
722,24,344,4,,DATE,1964
723,24,344,5,,DATE,1106
724,24,345,1,,DATE,1995
725,24,345,2,,DATE,1995
726,24,345,3,,CARDINAL,2
727,24,345,4,,DATE,1301
728,24,346,1,,DATE,1106
729,24,346,2,,DATE,1107
730,24,346,3,,ACT,the Civil Rights Act
731,24,346,4,,DATE,1964
732,24,346,5,,LAW,section 201
733,24,346,6,,LAW,section 201
734,24,346,7,,DATE,1106
735,24,347,1,,DATE,1978
736,24,347,2,,LAW,Chapter 23
737,24,348,1,,DATE,1106
738,24,348,2,,DATE,1107
739,24,348,3,,ACT,the Civil Rights Act
740,24,348,4,,DATE,1964
741,24,348,5,,DATE,1106
742,24,349,1,,ACT,the Civil Rights Act
743,24,349,2,,DATE,1964
744,24,349,3,,MONEY,42 U.S.C. 2000h–2
745,24,350,1,,PERSON,Miscellaneous Title XI
746,24,350,2,,ACT,the Civil Rights Act
747,24,350,3,,DATE,1964
748,24,352,1,,ORG,II
749,24,352,2,,ORG,III
750,24,352,3,,ORG,VI
751,24,352,4,,DATE,1106
752,24,352,5,,DATE,1107
753,24,360,1,,DATE,1101
754,24,361,1,,DATE,1101
755,24,361,2,,DATE,1979
756,24,361,3,,DATE,1980
757,24,361,4,,PRODUCT,the Revised Statutes
758,24,361,5,,DATE,42 U.S.C.
759,24,361,6,,DATE,1983
760,24,362,1,,DATE,1101
761,24,363,1,,DATE,1993
762,24,363,2,,CARDINAL,42
763,24,366,1,,GPE,Sections
764,24,366,2,,DATE,1106
765,24,366,3,,ACT,the Civil Rights Act
766,24,366,4,,DATE,1964
767,24,366,5,,LAW,section 901
768,24,366,6,,DATE,1106
769,24,366,7,,CARDINAL,901
770,24,367,1,,ACT,the Civil Rights Act
771,24,367,2,,DATE,1964
772,24,367,3,,LAW,section 901
773,24,367,4,,DATE,1107
774,24,367,5,,CARDINAL,901
775,24,368,1,,LAW,Section 901
776,24,368,2,,ACT,the Civil Rights Act
777,24,368,3,,DATE,1968
778,24,368,4,,MONEY,42 U.S.C. 3631
779,24,368,5,,ACT,section 802 of this Act
780,24,368,6,,ACT,section 802 of this Act
781,24,370,1,,LAW,Section 701(a)(1
782,24,370,2,,ACT,the Equal Credit Opportunity Act
783,24,370,3,,CARDINAL,15
784,24,370,4,,CARDINAL,1691(a)(1
785,24,371,1,,CARDINAL,702
786,24,371,2,,ACT,the Equal Credit Opportunity Act
787,24,371,3,,DATE,15 U.S.C.
788,24,371,4,,DATE,1691a
789,24,372,1,,ORG,Section
790,24,372,2,,ACT,the Equal Credit Opportunity Act
791,24,372,3,,CARDINAL,15
792,24,373,1,,ACT,the Equal Credit Opportunity Act
793,24,373,2,,DATE,1691e
794,24,373,3,,ACT,the Civil Rights Act
795,24,373,4,,DATE,1964
796,24,375,1,,LAW,Chapter 121
797,24,376,1,,DATE,1106
798,24,376,2,,DATE,1107
799,24,376,3,,ACT,the Civil Rights Act
800,24,376,4,,DATE,1964
801,24,377,1,,CARDINAL,121
802,25,378,1,,ORG,the  National Opposition to Hate
803,25,378,2,,ORG,Assault
804,25,378,3,,NORP,Threats
805,25,378,4,,DATE,2017
806,25,379,1,,ORG,Findings Congress
807,25,383,1,,GPE,States
808,25,383,2,,ORG,State
809,25,383,3,,ORG,the National Incident Based Reporting System
810,25,383,4,,EVENT,the National Incident Based Reporting System
811,25,384,1,,CARDINAL,1
812,25,384,2,,GPE,States
813,25,387,1,,DATE,each fiscal year beginning
814,25,387,2,,DATE,3 years
815,25,387,3,,ORG,State
816,25,387,4,,ORDINAL,first
817,25,387,5,,ORG,State
818,25,387,6,,ORG,the Uniform Crime Reporting
819,25,387,7,,DATE,the preceding fiscal year
820,25,388,1,,ORG,Extensions
821,25,388,2,,DATE,120 day
822,25,388,3,,ORG,State
823,25,388,4,,ORG,State
824,25,388,5,,ORG,State
825,25,388,6,,ORG,State
826,25,389,1,,ORG,State
827,25,389,2,,CARDINAL,1
828,25,389,3,,ORG,State
829,25,392,1,,ORG,Grants
830,25,393,1,,GPE,States
831,25,393,2,,ORG,State
832,25,394,1,,CARDINAL,1
833,25,394,2,,DATE,more than 5 years
834,25,395,1,,ORG,Hotline
835,25,395,2,,ORG,State
836,25,396,1,,GPE,States
837,25,399,1,,ORG,Congress
838,25,399,2,,LAW,section 2 of the Thirteenth Amendment to the Constitution of
839,25,399,3,,GPE,the United States
840,25,399,4,,LAW,Constitution
841,25,400,1,,GPE,the United States
842,25,401,1,,ORG,State
843,25,404,1,,DATE,later than 3 years
844,25,406,1,,GPE,the United States
845,25,406,2,,ORG,State
846,25,410,1,,ORG,Congress
847,25,410,2,,CARDINAL,3
848,25,410,3,,CARDINAL,8
849,25,410,4,,LAW,Constitution
850,25,410,5,,GPE,the United States
851,25,410,6,,ORG,the  Commerce Clause
852,25,411,1,,GPE,the United States
853,25,413,1,,ORG,State
854,25,413,2,,CARDINAL,2
855,25,413,3,,GPE,the United States
856,25,414,1,,CARDINAL,1
857,25,414,2,,CARDINAL,1
858,25,414,3,,ORG,State
859,25,414,4,,CARDINAL,1
860,25,414,5,,CARDINAL,1
861,25,414,6,,CARDINAL,1
862,25,417,1,,DATE,later than 3 years
863,25,419,1,,GPE,the United States
864,25,419,2,,ORG,State
865,25,421,1,,LAW,Section 249
866,25,421,2,,CARDINAL,18
867,25,421,3,,ORG,United States Code
868,26,423,1,,GPE,the United States
869,26,423,2,,GPE,the United States
870,26,423,3,,PERSON,Donald John Trump
871,26,423,4,,NORP,Americans
872,26,423,5,,GPE,the United States
873,26,423,6,,GPE,the United States
874,26,423,7,,GPE,the United States
875,26,423,8,,NORP,Nazism
876,26,423,9,,CARDINAL,one
877,26,423,10,,DATE,"August 15, 2017"
878,26,423,11,,PERSON,Donald John Trump
879,26,423,12,,NORP,Semites
880,26,423,13,,PERSON,Ku Klux Klansmen
881,26,423,14,,GPE,Charlottesville
882,26,423,15,,GPE,Virginia
883,26,423,16,,DATE,"August 7, 2017"
884,26,423,17,,GPE,Charlottesville
885,26,423,18,,GPE,Virginia
886,26,423,19,,PERSON,Robert E. Lee
887,26,423,20,,ORG,Confederate
888,26,423,21,,DATE,"November 29, 2017"
889,26,423,22,,PERSON,Donald John Trump
890,26,423,23,,CARDINAL,3
891,26,423,24,,NORP,British
892,26,423,25,,NORP,Muslims
893,26,423,26,,NORP,Muslim
894,26,423,27,,NORP,Dutch
895,26,423,28,,WORK_OF_ART,Muslim Destroys a Statue of Virgin Mary
896,26,423,29,,NORP,Islamist
897,26,423,30,,NORP,Muslim
898,26,423,31,,CARDINAL,"43,800,000"
899,26,423,32,,PRODUCT,Twitter
900,26,423,33,,PERSON,Donald John Trump’s
901,26,423,34,,NORP,American
902,26,423,35,,PERSON,Donald John Trump
903,26,423,36,,GPE,the United States
904,26,423,37,,GPE,the United States
905,26,423,38,,GPE,the United States
906,26,423,39,,PERSON,Donald John Trump
907,26,423,40,,GPE,the United States
908,26,424,1,,LAW,Article II
909,26,424,2,,GPE,the United States
910,26,424,3,,GPE,the United States
911,26,424,4,,PERSON,Donald John Trump
912,26,424,5,,NORP,Americans
913,26,424,6,,NORP,American
914,26,424,7,,GPE,the United States
915,26,424,8,,CARDINAL,one
916,26,424,9,,DATE,"January 27, 2017"
917,26,424,10,,PERSON,Donald John Trump
918,26,424,11,,NORP,Muslim
919,26,424,12,,PERSON,DONALD J. TRUMP STATEMENT ON
920,26,424,13,,GPE,New York
921,26,424,14,,GPE,NY
922,26,424,15,,DATE,"December 7th, 2015"
923,26,424,16,,PERSON,Donald J. Trump
924,26,424,17,,NORP,Muslims
925,26,424,18,,GPE,the United States
926,26,424,19,,DATE,"July 26, 2017"
927,26,424,20,,PERSON,Donald John Trump
928,26,424,21,,ORG,the United States Government
929,26,424,22,,ORG,Transgender
930,26,424,23,,ORG,the U.S. Military
931,26,424,24,,DATE,"September 23, 2017"
932,26,424,25,,PERSON,Donald John Trump
933,26,424,26,,ORG,NFL
934,26,424,27,,DATE,"September 30, 2017"
935,26,424,28,,PERSON,Donald John Trump
936,26,424,29,,DATE,"October 3, 2017"
937,26,424,30,,PERSON,Donald John Trump
938,26,424,31,,GPE,Puerto Rico
939,26,424,32,,GPE,Puerto Rico
940,26,424,33,,DATE,"October 19, 2017"
941,26,424,34,,PERSON,Donald John Trump
942,26,424,35,,WORK_OF_ART,The Fake News
943,26,424,36,,PERSON,Wilson
944,26,424,37,,ORG,SECRETLY
945,26,424,38,,DATE,"October 21, 2017"
946,26,424,39,,PERSON,Donald John Trump
947,26,424,40,,PERSON,Wacky Congresswoman
948,26,424,41,,PERSON,Wilson
949,26,424,42,,ORG,the Democrat Party
950,26,424,43,,DATE,"October 22, 2017"
951,26,424,44,,PERSON,Donald John Trump
952,26,424,45,,PERSON,Wilson
953,26,424,46,,ORG,the Republican Party
954,26,424,47,,NORP,Dems
955,26,424,48,,PERSON,Donald John Trump
956,26,424,49,,GPE,the United States
957,26,424,50,,GPE,the United States
958,26,424,51,,GPE,the United States
959,26,424,52,,GPE,the United States
960,26,424,53,,PERSON,Donald John Trump
961,26,424,54,,GPE,the United States
962,27,427,1,,LAW,Section 201
963,27,427,2,,ACT,the Civil Rights Act
964,27,427,3,,DATE,1964
965,27,427,4,,DATE,42 U.S.C.
966,27,427,5,,DATE,2000a
967,27,428,1,,LAW,Section 202
968,27,428,2,,MONEY,42 U.S.C. 2000a–1
969,27,429,1,,PRODUCT,Title II
970,27,429,2,,DATE,42 U.S.C. 2000a
971,27,439,1,,DATE,1979
972,27,439,2,,DATE,1980
973,27,439,3,,PRODUCT,the Revised Statutes
974,27,439,4,,DATE,42 U.S.C.
975,27,439,5,,DATE,1983
976,27,442,1,,DATE,1993
977,27,442,2,,CARDINAL,42
978,28,443,1,,DATE,2017
979,28,446,1,,GPE,the United States
980,28,447,1,,ORG,State Immunity A State
981,28,447,2,,LAW,Constitution
982,28,447,3,,GPE,the United States
983,28,447,4,,GPE,the United States
984,28,447,5,,ORG,State
985,28,447,6,,ORG,State
986,28,449,1,,CARDINAL,42
987,28,450,1,,CARDINAL,701
988,28,450,2,,ACT,the Civil Rights Act
989,28,450,3,,DATE,1964
990,28,450,4,,DATE,42 U.S.C.
991,28,450,5,,CARDINAL,11
992,28,450,6,,ORG,the Age Discrimination
993,28,450,7,,DATE,1967
994,28,450,8,,MONEY,29 U.S.C.
995,28,450,9,,CARDINAL,630
996,28,450,10,,NORP,Americans
997,28,450,11,,DATE,1990
998,28,453,1,,CARDINAL,701
999,28,453,2,,ACT,the Civil Rights Act
1000,28,453,3,,DATE,1964
1001,28,453,4,,DATE,42 U.S.C.
1002,28,453,5,,CARDINAL,11
1003,28,453,6,,ORG,the Age Discrimination
1004,28,453,7,,DATE,1967
1005,28,453,8,,MONEY,29 U.S.C.
1006,28,453,9,,NORP,Americans
1007,28,453,10,,DATE,1990
1008,28,453,11,,DATE,12103
1009,29,454,1,,DATE,2017
1010,29,457,1,,LAW,Section 901
1011,29,457,2,,ACT,the Civil Rights Act
1012,29,457,3,,DATE,1968
1013,29,457,4,,MONEY,42 U.S.C. 3631
1014,29,457,5,,ACT,section 802 of this Act
1015,30,458,1,,DATE,2017
1016,30,460,1,,ACT,the Voting Rights Act
1017,30,460,2,,DATE,1965
1018,30,460,3,,DATE,the 14th or 15th
1019,30,460,4,,CARDINAL,2(a
1020,30,460,5,,ORG,"Federal, State"
1021,30,461,1,,CARDINAL,52
1022,30,461,2,,DATE,the 14th or 15th
1023,30,462,1,,GPE,States
1024,30,463,1,,ORG,Determination of States and Political Subdivisions Subject to Section 4
1025,30,464,1,,LAW,Section 4(b
1026,30,464,2,,ACT,the Voting Rights Act
1027,30,464,3,,DATE,1965
1028,30,464,4,,DATE,52 U.S.C.
1029,30,465,1,,ORG,Determination of States and Political Subdivisions Subject to Requirements
1030,30,466,1,,DATE,previous 15 years
1031,30,467,1,,ORG,State
1032,30,467,2,,ORG,State
1033,30,467,3,,DATE,a calendar year
1034,30,467,4,,CARDINAL,5
1035,30,467,5,,ORG,State
1036,30,467,6,,DATE,the previous 15 calendar years
1037,30,467,7,,CARDINAL,at least one
1038,30,467,8,,ORG,State
1039,30,467,9,,ORG,State
1040,30,468,1,,DATE,a calendar year
1041,30,468,2,,CARDINAL,3
1042,30,468,3,,DATE,the previous 15 calendar years
1043,30,468,4,,CARDINAL,1
1044,30,468,5,,DATE,the previous 15 calendar years
1045,30,470,1,,CARDINAL,1
1046,30,470,2,,ORG,State
1047,30,470,3,,DATE,a calendar year
1048,30,470,4,,DATE,January 1 of the year
1049,30,470,5,,CARDINAL,1
1050,30,470,6,,DATE,10 years
1051,30,470,7,,DATE,January 1 of the year
1052,30,470,8,,ORG,State
1053,30,472,1,,ORG,State
1054,30,472,2,,ORG,State
1055,30,473,1,,CARDINAL,1
1056,30,473,2,,DATE,1)(B
1057,30,473,3,,CARDINAL,1)(B)(ii
1058,30,474,1,,CARDINAL,1
1059,30,474,2,,ORG,State
1060,30,474,3,,GPE,the United States
1061,30,474,4,,GPE,the United States
1062,30,474,5,,DATE,the 14th or 15th
1063,30,474,6,,ORG,State
1064,30,474,7,,GPE,the United States
1065,30,474,8,,ORG,State
1066,30,474,9,,GPE,the United States
1067,30,474,10,,LAW,section 2
1068,30,474,11,,GPE,the United States
1069,30,474,12,,ORG,State
1070,30,474,13,,LAW,section 3(c
1071,30,474,14,,LAW,section 5
1072,30,474,15,,ORG,State
1073,30,474,16,,LAW,section 3(c
1074,30,474,17,,LAW,section 5
1075,30,474,18,,ORG,State
1076,30,474,19,,ORG,"Federal, State"
1077,30,475,1,,CARDINAL,1)(B)(ii
1078,30,475,2,,DATE,the previous 15 calendar years
1079,30,475,3,,ORG,State
1080,30,475,4,,ORG,State
1081,30,475,5,,CARDINAL,more than 10
1082,30,475,6,,DATE,the previous 15 calendar years
1083,30,475,7,,ORG,State
1084,30,475,8,,ORG,State
1085,30,475,9,,CARDINAL,more than 10
1086,30,475,10,,ORG,State
1087,30,477,1,,DATE,each calendar year
1088,30,477,2,,ORG,State
1089,30,477,3,,DATE,the previous calendar year
1090,30,478,1,,DATE,the previous year
1091,30,478,2,,ORG,State
1092,30,478,3,,ORG,State
1093,30,479,1,,ORG,Federal Register
1094,30,479,2,,CARDINAL,13
1095,30,479,3,,ORG,the Federal Register
1096,30,480,1,,NORP,Hispanic
1097,30,480,2,,PERSON,Latino
1098,30,480,3,,CARDINAL,2
1099,30,480,4,,NORP,Hispanic
1100,30,480,5,,PERSON,Latino
1101,30,480,6,,ORG,White
1102,30,480,7,,GPE,the United States
1103,30,480,8,,DATE,18 years of age or
1104,30,480,9,,GPE,the United States
1105,30,480,10,,DATE,18 years of age or
1106,30,481,1,,CARDINAL,52
1107,30,481,2,,CARDINAL,1
1108,30,481,3,,ORDINAL,first
1109,30,481,4,,ORG,State
1110,30,481,5,,ORG,State
1111,30,481,6,,ORG,State
1112,30,481,7,,CARDINAL,1
1113,30,481,8,,ORDINAL,second
1114,30,481,9,,ORG,State
1115,30,481,10,,ORDINAL,second
1116,30,481,11,,ORG,State
1117,30,481,12,,ORDINAL,second
1118,30,481,13,,CARDINAL,3
1119,30,481,14,,ORG,State
1120,30,481,15,,ORDINAL,second
1121,30,481,16,,CARDINAL,5
1122,30,481,17,,ORG,State
1123,30,481,18,,ORDINAL,second
1124,30,481,19,,CARDINAL,7
1125,30,481,20,,CARDINAL,8)
1126,30,482,1,,ORG,Language Minority Groups Section
1127,30,482,2,,CARDINAL,52
1128,30,482,3,,CARDINAL,10303(a)(1
1129,30,483,1,,MONEY,52 U.S.C. 10303(a)(5
1130,30,484,1,,ACT,the Voting Rights Act
1131,30,486,1,,ACT,The Voting Rights Act
1132,30,486,2,,DATE,1965
1133,30,486,3,,DATE,52 U.S.C. 10301
1134,30,488,1,,ORG,Notice of Enacted Changes
1135,30,489,1,,ORG,Notice of Changes
1136,30,489,2,,ORG,State
1137,30,489,3,,DATE,180 days
1138,30,489,4,,ORG,State
1139,30,490,1,,ORG,State
1140,30,490,2,,CARDINAL,1
1141,30,490,3,,TIME,later than 48 hours
1142,30,492,1,,DATE,the 30th day
1143,30,492,2,,ORG,State
1144,30,492,3,,CARDINAL,2
1145,30,493,1,,TIME,hours
1146,30,494,1,,ORG,State
1147,30,494,2,,CARDINAL,2
1148,30,494,3,,ORG,State
1149,30,494,4,,TIME,later than 48 hours
1150,30,494,5,,TIME,fewer than 48 hours
1151,30,496,1,,DATE,later than 10 days
1152,30,496,2,,ORG,"Federal, State"
1153,30,496,3,,ORG,"Federal, State"
1154,30,496,4,,ORG,State
1155,30,496,5,,CARDINAL,3
1156,30,496,6,,CARDINAL,2
1157,30,497,1,,ORG,State
1158,30,498,1,,CARDINAL,2
1159,30,498,2,,ORG,State
1160,30,498,3,,GPE,the United States
1161,30,498,4,,DATE,18 years of age or older
1162,30,498,5,,ORG,State
1163,30,498,6,,ORG,State
1164,30,498,7,,DATE,the 5 year
1165,30,499,1,,ORG,State
1166,30,499,2,,CARDINAL,"greater than 10,000"
1167,30,499,3,,CARDINAL,"greater than 10,000"
1168,30,500,1,,GPE,States
1169,30,501,1,,ORG,State
1170,30,501,2,,ORG,State
1171,30,503,1,,DATE,52 U.S.C.
1172,30,503,2,,CARDINAL,6
1173,30,504,1,,DATE,60 day
1174,30,506,1,,ORG,Clarification of Authority
1175,30,506,2,,ACT,the Voting Rights Act
1176,30,506,3,,DATE,1965
1177,30,506,4,,CARDINAL,52
1178,30,506,5,,DATE,the 14th or 15th Amendment
1179,30,506,6,,GPE,the United States
1180,30,506,7,,GPE,the United States
1181,30,507,1,,CARDINAL,52
1182,30,507,2,,DATE,10305(a
1183,30,509,1,,ACT,the Voting Rights Act
1184,30,509,2,,DATE,1965
1185,30,509,3,,CARDINAL,52
1186,30,510,1,,CARDINAL,52
1187,30,512,1,,ACT,the Voting Rights Act
1188,30,512,2,,DATE,1965
1189,30,513,1,,ORG,Language Minority Groups Section 4(f
1190,30,513,2,,DATE,52 U.S.C.
1191,30,514,1,,DATE,52 U.S.C.
1192,30,514,2,,DATE,10304
1193,31,515,1,,DATE,2017
1194,31,518,1,,LAW,Section 901
1195,31,518,2,,ACT,the Civil Rights Act
1196,31,518,3,,DATE,1968
1197,31,518,4,,MONEY,42 U.S.C. 3631
1198,31,518,5,,ACT,section 802 of this Act
1199,31,518,6,,ACT,section 802 of this Act
1200,32,519,1,,DATE,2017
1201,32,520,1,,CARDINAL,701
1202,32,520,2,,ACT,the Equal Credit Opportunity Act
1203,32,520,3,,MONEY,15 U.S.C. 1691
1204,32,521,1,,CARDINAL,702
1205,32,521,2,,ACT,the Equal Credit Opportunity Act
1206,32,521,3,,DATE,15 U.S.C.
1207,32,521,4,,DATE,1691a
1208,32,522,1,,ORG,Section
1209,32,522,2,,ACT,the Equal Credit Opportunity Act
1210,32,522,3,,CARDINAL,15
1211,33,523,1,,DATE,2017
1212,33,524,1,,CARDINAL,701
1213,33,524,2,,ACT,the Equal Credit Opportunity Act
1214,33,524,3,,MONEY,15 U.S.C. 1691
1215,33,525,1,,CARDINAL,702
1216,33,525,2,,ACT,the Equal Credit Opportunity Act
1217,33,525,3,,DATE,15 U.S.C.
1218,33,525,4,,DATE,1691a
1219,33,526,1,,ORG,Section
1220,33,526,2,,ACT,the Equal Credit Opportunity Act
1221,33,526,3,,CARDINAL,15
1222,34,527,1,,ACT,the  Pretrial Integrity and Safety Act
1223,34,527,2,,DATE,2017
1224,34,529,1,,GPE,States
1225,34,529,2,,NORP,Indian
1226,34,530,1,,ORG,Findings Congress
1227,34,531,1,,ORG,the Omnibus Crime Control
1228,34,531,2,,DATE,1968
1229,34,535,1,,ORG,Grants
1230,34,536,1,,ORG,State
1231,34,537,1,,ORG,National Pretrial Reporting Program The
1232,34,537,2,,GPE,States
1233,34,539,1,,DATE,3 fiscal years
1234,34,541,1,,CARDINAL,more than 6
1235,34,541,2,,ORG,State
1236,34,541,3,,DATE,each fiscal year
1237,34,541,4,,MONEY,"more than $10,000,000"
1238,34,541,5,,DATE,each fiscal year
1239,34,541,6,,MONEY,"more than $6,500,000"
1240,34,541,7,,ORG,State
1241,34,541,8,,MONEY,"more than $3,500,000"
1242,34,542,1,,ORG,National Pretrial Reporting Program The
1243,34,542,2,,MONEY,"more than $5,000,000"
1244,34,542,3,,DATE,each fiscal year
1245,34,544,1,,CARDINAL,2
1246,34,545,1,,ORG,State
1247,34,545,2,,ORDINAL,first
1248,34,545,3,,ORG,State
1249,34,545,4,,NORP,Indian
1250,34,545,5,,ORG,State
1251,34,545,6,,NORP,Indian
1252,34,546,1,,PERCENT,less than 95 percent
1253,34,546,2,,PERCENT,more than 10 percent
1254,34,546,3,,PERCENT,less than 85 percent
1255,34,546,4,,PERCENT,100 percent
1256,34,546,5,,ORDINAL,first
1257,34,546,6,,DATE,later than 3 days
1258,34,546,7,,PERCENT,100 percent
1259,34,546,8,,DATE,later than 7 days
1260,34,548,1,,DATE,Annual
1261,34,549,1,,DATE,each fiscal year
1262,34,549,2,,ORG,State
1263,34,549,3,,NORP,Indian
1264,34,550,1,,ORG,State
1265,34,552,1,,DATE,fiscal year 2018
1266,34,552,2,,MONEY,"15,000,000"
1267,34,553,1,,ORG,Limitations
1268,34,554,1,,DATE,any fiscal year
1269,34,554,2,,PERCENT,more than 2 percent
1270,34,554,3,,PERCENT,more than 25 percent
1271,34,555,1,,NORP,Indian
1272,35,557,1,,ACT,the  Pretrial Integrity and Safety Act
1273,35,557,2,,DATE,2017
1274,35,559,1,,GPE,States
1275,35,559,2,,NORP,Indian
1276,35,560,1,,ORG,Findings Congress
1277,35,561,1,,ORG,the Omnibus Crime Control
1278,35,561,2,,DATE,1968
1279,35,565,1,,ORG,Grants
1280,35,566,1,,ORG,State
1281,35,567,1,,ORG,National Pretrial Reporting Program The
1282,35,567,2,,GPE,States
1283,35,569,1,,DATE,3 fiscal years
1284,35,571,1,,CARDINAL,more than 6
1285,35,571,2,,ORG,State
1286,35,571,3,,DATE,each fiscal year
1287,35,571,4,,MONEY,"more than $10,000,000"
1288,35,571,5,,DATE,each fiscal year
1289,35,571,6,,MONEY,"more than $6,500,000"
1290,35,571,7,,ORG,State
1291,35,571,8,,MONEY,"more than $3,500,000"
1292,35,572,1,,ORG,National Pretrial Reporting Program The
1293,35,572,2,,MONEY,"more than $5,000,000"
1294,35,572,3,,DATE,each fiscal year
1295,35,574,1,,CARDINAL,2
1296,35,575,1,,ORG,State
1297,35,575,2,,ORDINAL,first
1298,35,575,3,,ORG,State
1299,35,575,4,,NORP,Indian
1300,35,575,5,,ORG,State
1301,35,575,6,,NORP,Indian
1302,35,576,1,,PERCENT,less than 95 percent
1303,35,576,2,,PERCENT,more than 10 percent
1304,35,576,3,,PERCENT,less than 85 percent
1305,35,576,4,,PERCENT,100 percent
1306,35,576,5,,ORDINAL,first
1307,35,576,6,,DATE,later than 3 days
1308,35,576,7,,PERCENT,100 percent
1309,35,576,8,,DATE,later than 7 days
1310,35,578,1,,DATE,Annual
1311,35,579,1,,DATE,each fiscal year
1312,35,579,2,,ORG,State
1313,35,579,3,,NORP,Indian
1314,35,580,1,,ORG,State
1315,35,582,1,,DATE,fiscal year 2018
1316,35,582,2,,MONEY,"15,000,000"
1317,35,583,1,,ORG,Limitations
1318,35,584,1,,DATE,any fiscal year
1319,35,584,2,,PERCENT,more than 2 percent
1320,35,584,3,,PERCENT,more than 25 percent
1321,35,585,1,,NORP,Indian
1322,37,587,1,,ACT,the  Coast Guard Academy Improvement Act
1323,37,588,1,,ORG,the Coast Guard Academy
1324,37,589,1,,GPE,the United States Coast Guard Academy
1325,37,590,1,,PERSON,Subtitle H
1326,37,590,2,,DATE,2002
1327,37,590,3,,MONEY,6 U.S.C. 451
1328,37,591,1,,ORG,Coast Guard Academy
1329,37,592,1,,DATE,30 days
1330,37,592,2,,ACT,the Coast Guard Academy Improvement Act
1331,37,592,3,,ORG,Academy
1332,37,592,4,,ORG,Academy
1333,37,594,1,,CARDINAL,11
1334,37,594,2,,DATE,later than 60 days
1335,37,594,3,,ACT,the Coast Guard Academy Improvement Act
1336,37,595,1,,NORP,Chair
1337,37,596,1,,DATE,later than 30 days
1338,37,596,2,,DATE,later than 90 days
1339,37,596,3,,ACT,the  Coast Guard Academy Improvement Act
1340,37,597,1,,ACT,the Federal Advisory Committee Act
1341,37,597,2,,MONEY,5 U.S.C. App
1342,37,598,1,,DATE,later than 180 days
1343,37,598,2,,ORDINAL,first
1344,37,598,3,,ORG,Academy
1345,37,598,4,,ORG,the Coast Guard Academy
1346,37,599,1,,DATE,later than 90 days
1347,37,599,2,,ORG,Commandant
1348,37,599,3,,ORG,the Committees on Homeland Security
1349,37,599,4,,ORG,the House of Representatives
1350,37,599,5,,ORG,the Committees on Homeland Security
1351,37,599,6,,ORG,Governmental Affairs and Commerce
1352,37,599,7,,ORG,Science
1353,37,599,8,,ORG,Senate
1354,37,599,9,,CARDINAL,one
1355,37,600,1,,DATE,an additional year
1356,37,601,1,,ORG,the Coast Guard Academy
1357,37,602,1,,DATE,one year
1358,37,602,2,,ACT,the Coast Guard Academy Improvement Act
1359,37,602,3,,ORG,the Chief Human Capital Officer
1360,37,602,4,,ORG,the Coast Guard
1361,37,603,1,,ORG,the Coast Guard
1362,37,603,2,,ORG,Academy
1363,37,603,3,,LAW,section 182
1364,37,603,4,,CARDINAL,14
1365,37,603,5,,ORG,United States Code
1366,37,603,6,,ORG,the Chief Human Capital Officer
1367,37,603,7,,ORG,section 890B
1368,37,604,1,,EVENT,Beginning
1369,37,604,2,,DATE,2021
1370,37,604,3,,DATE,annually
1371,37,604,4,,DATE,2031
1372,37,604,5,,ORG,the Coast Guard
1373,37,604,6,,ORG,the Chief Human Capital Officer
1374,37,604,7,,ORG,the Committees on Homeland Security
1375,37,604,8,,ORG,the House of Representatives
1376,37,604,9,,ORG,the Committees on Homeland Security
1377,37,604,10,,ORG,Governmental Affairs and Commerce
1378,37,604,11,,ORG,Science
1379,37,604,12,,ORG,Senate
1380,37,605,1,,ORG,Coast Guard Academy
1381,37,606,1,,ORG,the Coast Guard Academy
1382,37,607,1,,DATE,90 days
1383,37,607,2,,ACT,the Coast Guard Academy Improvement Act
1384,37,607,3,,ORG,the Coast Guard
1385,37,607,4,,ORG,the Coast Guard Academy
1386,37,607,5,,ORG,Academy
1387,37,607,6,,ORG,the Coast Guard
1388,37,608,1,,ORG,Commandant
1389,37,608,2,,DATE,annual
1390,37,608,3,,CARDINAL,890C.
1391,37,609,1,,LAW,section 1(b
1392,37,609,2,,ACT,Act
1393,37,610,1,,DATE,later than one year
1394,37,610,2,,DATE,2002
1395,37,610,3,,ORG,the Comptroller General
1396,37,610,4,,GPE,the United States
1397,37,610,5,,ORG,the Committees on Homeland Security
1398,37,610,6,,ORG,the House of Representatives
1399,37,610,7,,ORG,the Committees on Homeland Security
