,WordText,WordTextLower,CategoryLabel
613,the Child Nutrition Act of 1966,child nutrition act of 1966,ACT
614,Postpartum,postpartum,NORP
615,$24.78 $49.56,$24.78 $49.56,MONEY
616,$2.8311 cents,$2.8311 cents,MONEY
617,49.56,49.56,MONEY
618,100.66,100.66,MONEY
619,Paragraph,paragraph,PERSON
620,52.75 percent,52.75 percent,PERCENT
621,less than,less than,MONEY
622,10.066 cents,10.066 cents,MONEY
623,the Family Smoking Prevention and Tobacco Control,family smoking prevention and tobacco control,ORG
624,105.69,105.69,MONEY
625,211.38,211.38,MONEY
626,0.01,0.01,MONEY
627,500,500,MONEY
628,the Foreign Trade Zone Act,foreign trade zone act,ACT
629,the United States Customs and Border Protection of the Department of Homeland Security,united states customs and border protection of department of homeland security,ORG
630,the  Suicide Prevention Analytics Act, suicide prevention analytics act,ACT
631,Self Harm Behaviors and,self harm behaviors and,ORG
632,Suicidal Ideation Program,suicidal ideation program,ORG
633,the Syndromic Surveillance of Self Harm Behaviors and,syndromic surveillance of self harm behaviors and,ORG
634,HHS Subject,hhs subject,ORG
