billid,date,billstage,chambername,legistype
217,16-Feb-2017,INTRODUCED,House of Representatives,A BILL
306,16-Feb-2017,INTRODUCED,House of Representatives,A BILL
209,16-Feb-2017,INTRODUCED,House of Representatives,A BILL
217,16-Feb-2017,INTRODUCED,House of Representatives,A BILL
306,16-Feb-2017,INTRODUCED,House of Representatives,A BILL
7,27-Feb-2017,INTRODUCED,House of Representatives,A BILL
220,27-Feb-2017,INTRODUCED,House of Representatives,A BILL
230,27-Feb-2017,INTRODUCED,House of Representatives,A BILL
7,27-Feb-2017,INTRODUCED,House of Representatives,A BILL
220,27-Feb-2017,INTRODUCED,House of Representatives,A BILL
230,27-Feb-2017,INTRODUCED,House of Representatives,A BILL
327,2-Mar-2017,INTRODUCED,House of Representatives,A BILL
438,2-Mar-2017,INTRODUCED,House of Representatives,A BILL
327,2-Mar-2017,INTRODUCED,House of Representatives,A BILL
438,2-Mar-2017,INTRODUCED,House of Representatives,A BILL
163,7-Mar-2017,INTRODUCED,House of Representatives,A BILL
271,7-Mar-2017,INTRODUCED,House of Representatives,A BILL
163,7-Mar-2017,INTRODUCED,House of Representatives,A BILL
271,7-Mar-2017,INTRODUCED,House of Representatives,A BILL
29,9-Mar-2017,INTRODUCED,House of Representatives,A BILL
458,9-Mar-2017,INTRODUCED,House of Representatives,A BILL
29,9-Mar-2017,INTRODUCED,House of Representatives,A BILL
458,9-Mar-2017,INTRODUCED,House of Representatives,A BILL
377,13-Mar-2017,INTRODUCED,House of Representatives,A BILL
377,13-Mar-2017,INTRODUCED,House of Representatives,A BILL
186,15-Mar-2017,INTRODUCED,House of Representatives,A BILL
266,15-Mar-2017,INTRODUCED,House of Representatives,A BILL
366,15-Mar-2017,INTRODUCED,House of Representatives,A BILL
186,15-Mar-2017,INTRODUCED,House of Representatives,A BILL
266,15-Mar-2017,INTRODUCED,House of Representatives,A BILL
366,15-Mar-2017,INTRODUCED,House of Representatives,A BILL
326,16-Mar-2017,INTRODUCED,House of Representatives,A BILL
326,16-Mar-2017,INTRODUCED,House of Representatives,A BILL
436,20-Mar-2017,INTRODUCED,House of Representatives,A BILL
436,20-Mar-2017,INTRODUCED,House of Representatives,A BILL
407,22-Mar-2017,INTRODUCED,House of Representatives,A BILL
407,22-Mar-2017,INTRODUCED,House of Representatives,A BILL
282,28-Mar-2017,INTRODUCED,House of Representatives,A BILL
417,28-Mar-2017,INTRODUCED,House of Representatives,A BILL
282,28-Mar-2017,INTRODUCED,House of Representatives,A BILL
417,28-Mar-2017,INTRODUCED,House of Representatives,A BILL
234,29-Mar-2017,INTRODUCED,House of Representatives,A BILL
388,29-Mar-2017,INTRODUCED,House of Representatives,A BILL
539,29-Mar-2017,INTRODUCED,House of Representatives,A BILL
234,29-Mar-2017,INTRODUCED,House of Representatives,A BILL
388,29-Mar-2017,INTRODUCED,House of Representatives,A BILL
539,29-Mar-2017,INTRODUCED,House of Representatives,A BILL
295,30-Mar-2017,INTRODUCED,House of Representatives,A BILL
496,30-Mar-2017,INTRODUCED,House of Representatives,A BILL
295,30-Mar-2017,INTRODUCED,House of Representatives,A BILL
496,30-Mar-2017,INTRODUCED,House of Representatives,A BILL
362,4-Apr-2017,INTRODUCED,House of Representatives,A BILL
440,4-Apr-2017,INTRODUCED,House of Representatives,A BILL
455,4-Apr-2017,INTRODUCED,House of Representatives,A BILL
362,4-Apr-2017,INTRODUCED,House of Representatives,A BILL
440,4-Apr-2017,INTRODUCED,House of Representatives,A BILL
455,4-Apr-2017,INTRODUCED,House of Representatives,A BILL
87,5-Apr-2017,INTRODUCED,House of Representatives,A BILL
376,5-Apr-2017,INTRODUCED,House of Representatives,A BILL
87,5-Apr-2017,INTRODUCED,House of Representatives,A BILL
376,5-Apr-2017,INTRODUCED,House of Representatives,A BILL
317,1-May-2017,INTRODUCED,House of Representatives,A BILL
317,1-May-2017,INTRODUCED,House of Representatives,A BILL
22,2-May-2017,INTRODUCED,House of Representatives,A BILL
22,2-May-2017,INTRODUCED,House of Representatives,A BILL
269,3-May-2017,INTRODUCED,House of Representatives,A BILL
269,3-May-2017,INTRODUCED,House of Representatives,A BILL
211,4-May-2017,INTRODUCED,House of Representatives,A BILL
496,4-May-2017,INTRODUCED,House of Representatives,A BILL
496,4-May-2017,INTRODUCED,House of Representatives,A BILL
496,4-May-2017,INTRODUCED,House of Representatives,A BILL
211,4-May-2017,INTRODUCED,House of Representatives,A BILL
496,4-May-2017,INTRODUCED,House of Representatives,A BILL
496,4-May-2017,INTRODUCED,House of Representatives,A BILL
496,4-May-2017,INTRODUCED,House of Representatives,A BILL
335,11-May-2017,INTRODUCED,House of Representatives,A BILL
335,11-May-2017,INTRODUCED,House of Representatives,A BILL
32,17-May-2017,INTRODUCED,House of Representatives,A BILL
33,17-May-2017,INTRODUCED,House of Representatives,A BILL
442,17-May-2017,INTRODUCED,House of Representatives,A BILL
32,17-May-2017,INTRODUCED,House of Representatives,A BILL
33,17-May-2017,INTRODUCED,House of Representatives,A BILL
442,17-May-2017,INTRODUCED,House of Representatives,A BILL
66,18-May-2017,INTRODUCED,House of Representatives,A BILL
66,18-May-2017,INTRODUCED,House of Representatives,A BILL
148,22-May-2017,INTRODUCED,House of Representatives,A BILL
148,22-May-2017,INTRODUCED,House of Representatives,A BILL
492,24-May-2017,INTRODUCED,House of Representatives,A BILL
492,24-May-2017,INTRODUCED,House of Representatives,A BILL
312,25-May-2017,INTRODUCED,House of Representatives,A BILL
313,25-May-2017,INTRODUCED,House of Representatives,A BILL
312,25-May-2017,INTRODUCED,House of Representatives,A BILL
313,25-May-2017,INTRODUCED,House of Representatives,A BILL
435,26-May-2017,INTRODUCED,House of Representatives,A BILL
435,26-May-2017,INTRODUCED,House of Representatives,A BILL
401,7-Jun-2017,INTRODUCED,House of Representatives,A BILL
401,7-Jun-2017,INTRODUCED,House of Representatives,A BILL
232,8-Jun-2017,INTRODUCED,House of Representatives,A BILL
232,8-Jun-2017,INTRODUCED,House of Representatives,A BILL
54,12-Jun-2017,INTRODUCED,House of Representatives,A BILL
54,12-Jun-2017,INTRODUCED,House of Representatives,A BILL
124,15-Jun-2017,INTRODUCED,House of Representatives,A BILL
124,15-Jun-2017,INTRODUCED,House of Representatives,A BILL
367,20-Jun-2017,INTRODUCED,House of Representatives,A BILL
453,20-Jun-2017,INTRODUCED,House of Representatives,A BILL
367,20-Jun-2017,INTRODUCED,House of Representatives,A BILL
453,20-Jun-2017,INTRODUCED,House of Representatives,A BILL
38,22-Jun-2017,INTRODUCED,House of Representatives,A BILL
441,22-Jun-2017,INTRODUCED,House of Representatives,A BILL
550,22-Jun-2017,INTRODUCED,House of Representatives,A BILL
38,22-Jun-2017,INTRODUCED,House of Representatives,A BILL
441,22-Jun-2017,INTRODUCED,House of Representatives,A BILL
550,22-Jun-2017,INTRODUCED,House of Representatives,A BILL
498,26-Jun-2017,INTRODUCED,House of Representatives,A BILL
498,26-Jun-2017,INTRODUCED,House of Representatives,A BILL
128,29-Jun-2017,INTRODUCED,House of Representatives,A BILL
241,29-Jun-2017,INTRODUCED,House of Representatives,A BILL
547,29-Jun-2017,INTRODUCED,House of Representatives,A BILL
128,29-Jun-2017,INTRODUCED,House of Representatives,A BILL
241,29-Jun-2017,INTRODUCED,House of Representatives,A BILL
547,29-Jun-2017,INTRODUCED,House of Representatives,A BILL
402,14-Jul-2017,INTRODUCED,House of Representatives,A BILL
402,14-Jul-2017,INTRODUCED,House of Representatives,A BILL
36,17-Jul-2017,INTRODUCED,House of Representatives,A BILL
147,17-Jul-2017,INTRODUCED,House of Representatives,A BILL
36,17-Jul-2017,INTRODUCED,House of Representatives,A BILL
147,17-Jul-2017,INTRODUCED,House of Representatives,A BILL
347,19-Jul-2017,INTRODUCED,House of Representatives,A BILL
347,19-Jul-2017,INTRODUCED,House of Representatives,A BILL
3,20-Jul-2017,INTRODUCED,House of Representatives,A BILL
90,20-Jul-2017,INTRODUCED,House of Representatives,A BILL
92,20-Jul-2017,INTRODUCED,House of Representatives,A BILL
3,20-Jul-2017,INTRODUCED,House of Representatives,A BILL
90,20-Jul-2017,INTRODUCED,House of Representatives,A BILL
92,20-Jul-2017,INTRODUCED,House of Representatives,A BILL
546,21-Jul-2017,INTRODUCED,House of Representatives,A BILL
546,21-Jul-2017,INTRODUCED,House of Representatives,A BILL
546,21-Jul-2017,INTRODUCED,House of Representatives,A BILL
546,21-Jul-2017,INTRODUCED,House of Representatives,A BILL
353,25-Jul-2017,INTRODUCED,House of Representatives,A BILL
501,25-Jul-2017,INTRODUCED,House of Representatives,A BILL
506,25-Jul-2017,INTRODUCED,House of Representatives,A BILL
353,25-Jul-2017,INTRODUCED,House of Representatives,A BILL
501,25-Jul-2017,INTRODUCED,House of Representatives,A BILL
506,25-Jul-2017,INTRODUCED,House of Representatives,A BILL
27,27-Jul-2017,INTRODUCED,House of Representatives,A BILL
107,27-Jul-2017,INTRODUCED,House of Representatives,A BILL
382,27-Jul-2017,INTRODUCED,House of Representatives,A BILL
509,27-Jul-2017,INTRODUCED,House of Representatives,A BILL
549,27-Jul-2017,INTRODUCED,House of Representatives,A BILL
549,27-Jul-2017,INTRODUCED,House of Representatives,A BILL
27,27-Jul-2017,INTRODUCED,House of Representatives,A BILL
107,27-Jul-2017,INTRODUCED,House of Representatives,A BILL
382,27-Jul-2017,INTRODUCED,House of Representatives,A BILL
509,27-Jul-2017,INTRODUCED,House of Representatives,A BILL
549,27-Jul-2017,INTRODUCED,House of Representatives,A BILL
549,27-Jul-2017,INTRODUCED,House of Representatives,A BILL
579,28-Jul-2017,INTRODUCED,House of Representatives,A BILL
579,28-Jul-2017,INTRODUCED,House of Representatives,A BILL
128,1-Aug-2017,INTRODUCED,House of Representatives,A BILL
165,1-Aug-2017,INTRODUCED,House of Representatives,A BILL
401,1-Aug-2017,INTRODUCED,House of Representatives,A BILL
401,1-Aug-2017,INTRODUCED,House of Representatives,A BILL
128,1-Aug-2017,INTRODUCED,House of Representatives,A BILL
165,1-Aug-2017,INTRODUCED,House of Representatives,A BILL
401,1-Aug-2017,INTRODUCED,House of Representatives,A BILL
401,1-Aug-2017,INTRODUCED,House of Representatives,A BILL
92,2-Aug-2017,INTRODUCED,House of Representatives,A BILL
92,2-Aug-2017,INTRODUCED,House of Representatives,A BILL
502,1-Sep-2017,INTRODUCED,House of Representatives,A BILL
502,1-Sep-2017,INTRODUCED,House of Representatives,A BILL
134,5-Sep-2017,INTRODUCED,House of Representatives,A BILL
134,5-Sep-2017,INTRODUCED,House of Representatives,A BILL
506,6-Sep-2017,INTRODUCED,House of Representatives,A BILL
506,6-Sep-2017,INTRODUCED,House of Representatives,A BILL
506,6-Sep-2017,INTRODUCED,House of Representatives,A BILL
506,6-Sep-2017,INTRODUCED,House of Representatives,A BILL
48,8-Sep-2017,INTRODUCED,House of Representatives,A BILL
324,8-Sep-2017,INTRODUCED,House of Representatives,A BILL
48,8-Sep-2017,INTRODUCED,House of Representatives,A BILL
324,8-Sep-2017,INTRODUCED,House of Representatives,A BILL
406,14-Sep-2017,INTRODUCED,House of Representatives,A BILL
406,14-Sep-2017,INTRODUCED,House of Representatives,A BILL
230,25-Sep-2017,INTRODUCED,House of Representatives,A BILL
230,25-Sep-2017,INTRODUCED,House of Representatives,A BILL
230,25-Sep-2017,INTRODUCED,House of Representatives,A BILL
434,25-Sep-2017,INTRODUCED,House of Representatives,A BILL
465,25-Sep-2017,INTRODUCED,House of Representatives,A BILL
465,25-Sep-2017,INTRODUCED,House of Representatives,A BILL
230,25-Sep-2017,INTRODUCED,House of Representatives,A BILL
230,25-Sep-2017,INTRODUCED,House of Representatives,A BILL
230,25-Sep-2017,INTRODUCED,House of Representatives,A BILL
434,25-Sep-2017,INTRODUCED,House of Representatives,A BILL
465,25-Sep-2017,INTRODUCED,House of Representatives,A BILL
465,25-Sep-2017,INTRODUCED,House of Representatives,A BILL
263,26-Sep-2017,INTRODUCED,House of Representatives,A BILL
263,26-Sep-2017,INTRODUCED,House of Representatives,A BILL
343,4-Oct-2017,INTRODUCED,House of Representatives,A BILL
345,4-Oct-2017,INTRODUCED,House of Representatives,A BILL
532,4-Oct-2017,INTRODUCED,House of Representatives,A BILL
343,4-Oct-2017,INTRODUCED,House of Representatives,A BILL
345,4-Oct-2017,INTRODUCED,House of Representatives,A BILL
532,4-Oct-2017,INTRODUCED,House of Representatives,A BILL
514,5-Oct-2017,INTRODUCED,House of Representatives,A BILL
514,5-Oct-2017,INTRODUCED,House of Representatives,A BILL
88,12-Oct-2017,INTRODUCED,House of Representatives,A BILL
88,12-Oct-2017,INTRODUCED,House of Representatives,A BILL
45,23-Oct-2017,INTRODUCED,House of Representatives,A BILL
45,23-Oct-2017,INTRODUCED,House of Representatives,A BILL
73,24-Oct-2017,INTRODUCED,House of Representatives,A BILL
78,24-Oct-2017,INTRODUCED,House of Representatives,A BILL
73,24-Oct-2017,INTRODUCED,House of Representatives,A BILL
78,24-Oct-2017,INTRODUCED,House of Representatives,A BILL
278,25-Oct-2017,INTRODUCED,House of Representatives,A BILL
364,25-Oct-2017,INTRODUCED,House of Representatives,A BILL
278,25-Oct-2017,INTRODUCED,House of Representatives,A BILL
364,25-Oct-2017,INTRODUCED,House of Representatives,A BILL
290,26-Oct-2017,INTRODUCED,House of Representatives,A BILL
290,26-Oct-2017,INTRODUCED,House of Representatives,A BILL
277,31-Oct-2017,INTRODUCED,House of Representatives,A BILL
277,31-Oct-2017,INTRODUCED,House of Representatives,A BILL
424,6-Nov-2017,INTRODUCED,House of Representatives,A BILL
424,6-Nov-2017,INTRODUCED,House of Representatives,A BILL
393,15-Nov-2017,INTRODUCED,House of Representatives,A BILL
393,15-Nov-2017,INTRODUCED,House of Representatives,A BILL
352,16-Nov-2017,INTRODUCED,House of Representatives,A BILL
381,16-Nov-2017,INTRODUCED,House of Representatives,A BILL
352,16-Nov-2017,INTRODUCED,House of Representatives,A BILL
381,16-Nov-2017,INTRODUCED,House of Representatives,A BILL
308,28-Nov-2017,INTRODUCED,House of Representatives,A BILL
308,28-Nov-2017,INTRODUCED,House of Representatives,A BILL
309,29-Nov-2017,INTRODUCED,House of Representatives,A BILL
428,29-Nov-2017,INTRODUCED,House of Representatives,A BILL
309,29-Nov-2017,INTRODUCED,House of Representatives,A BILL
428,29-Nov-2017,INTRODUCED,House of Representatives,A BILL
44,1-Dec-2017,INTRODUCED,House of Representatives,A BILL
44,1-Dec-2017,INTRODUCED,House of Representatives,A BILL
26,6-Dec-2017,INTRODUCED,House of Representatives,A BILL
314,6-Dec-2017,INTRODUCED,House of Representatives,A BILL
26,6-Dec-2017,INTRODUCED,House of Representatives,A BILL
314,6-Dec-2017,INTRODUCED,House of Representatives,A BILL
448,14-Dec-2017,INTRODUCED,House of Representatives,A BILL
448,14-Dec-2017,INTRODUCED,House of Representatives,A BILL
55,19-Dec-2017,INTRODUCED,House of Representatives,A BILL
55,19-Dec-2017,INTRODUCED,House of Representatives,A BILL
258,3-Jan-2018,INTRODUCED,House of Representatives,A BILL
258,3-Jan-2018,INTRODUCED,House of Representatives,A BILL
96,18-Jan-2018,INTRODUCED,House of Representatives,A BILL
96,18-Jan-2018,INTRODUCED,House of Representatives,A BILL
152,25-Jan-2018,INTRODUCED,House of Representatives,A BILL
152,25-Jan-2018,INTRODUCED,House of Representatives,A BILL
293,30-Jan-2018,INTRODUCED,House of Representatives,A BILL
293,30-Jan-2018,INTRODUCED,House of Representatives,A BILL
81,5-Feb-2018,INTRODUCED,House of Representatives,A BILL
81,5-Feb-2018,INTRODUCED,House of Representatives,A BILL
492,6-Feb-2018,INTRODUCED,House of Representatives,A BILL
492,6-Feb-2018,INTRODUCED,House of Representatives,A BILL
492,6-Feb-2018,INTRODUCED,House of Representatives,A BILL
492,6-Feb-2018,INTRODUCED,House of Representatives,A BILL
289,8-Feb-2018,INTRODUCED,House of Representatives,A BILL
289,8-Feb-2018,INTRODUCED,House of Representatives,A BILL
177,12-Feb-2018,INTRODUCED,House of Representatives,A BILL
177,12-Feb-2018,INTRODUCED,House of Representatives,A BILL
270,13-Feb-2018,INTRODUCED,House of Representatives,A BILL
281,13-Feb-2018,INTRODUCED,House of Representatives,A BILL
270,13-Feb-2018,INTRODUCED,House of Representatives,A BILL
281,13-Feb-2018,INTRODUCED,House of Representatives,A BILL
443,14-Feb-2018,INTRODUCED,House of Representatives,A BILL
443,14-Feb-2018,INTRODUCED,House of Representatives,A BILL
203,15-Feb-2018,INTRODUCED,House of Representatives,A BILL
203,15-Feb-2018,INTRODUCED,House of Representatives,A BILL
106,27-Feb-2018,INTRODUCED,House of Representatives,A BILL
191,27-Feb-2018,INTRODUCED,House of Representatives,A BILL
265,27-Feb-2018,INTRODUCED,House of Representatives,A BILL
106,27-Feb-2018,INTRODUCED,House of Representatives,A BILL
191,27-Feb-2018,INTRODUCED,House of Representatives,A BILL
265,27-Feb-2018,INTRODUCED,House of Representatives,A BILL
281,28-Feb-2018,INTRODUCED,House of Representatives,A BILL
281,28-Feb-2018,INTRODUCED,House of Representatives,A BILL
510,5-Mar-2018,INTRODUCED,House of Representatives,A BILL
510,5-Mar-2018,INTRODUCED,House of Representatives,A BILL
74,7-Mar-2018,INTRODUCED,House of Representatives,A BILL
74,7-Mar-2018,INTRODUCED,House of Representatives,A BILL
418,20-Mar-2018,INTRODUCED,House of Representatives,A BILL
418,20-Mar-2018,INTRODUCED,House of Representatives,A BILL
370,21-Mar-2018,INTRODUCED,House of Representatives,A BILL
370,21-Mar-2018,INTRODUCED,House of Representatives,A BILL
227,22-Mar-2018,INTRODUCED,House of Representatives,A BILL
405,22-Mar-2018,INTRODUCED,House of Representatives,A BILL
408,22-Mar-2018,INTRODUCED,House of Representatives,A BILL
227,22-Mar-2018,INTRODUCED,House of Representatives,A BILL
405,22-Mar-2018,INTRODUCED,House of Representatives,A BILL
408,22-Mar-2018,INTRODUCED,House of Representatives,A BILL
104,12-Apr-2018,INTRODUCED,House of Representatives,A BILL
104,12-Apr-2018,INTRODUCED,House of Representatives,A BILL
223,13-Apr-2018,INTRODUCED,House of Representatives,A BILL
223,13-Apr-2018,INTRODUCED,House of Representatives,A BILL
520,17-Apr-2018,INTRODUCED,House of Representatives,A BILL
520,17-Apr-2018,INTRODUCED,House of Representatives,A BILL
466,18-Apr-2018,INTRODUCED,House of Representatives,A BILL
466,18-Apr-2018,INTRODUCED,House of Representatives,A BILL
478,19-Apr-2018,INTRODUCED,House of Representatives,A BILL
478,19-Apr-2018,INTRODUCED,House of Representatives,A BILL
489,24-Apr-2018,INTRODUCED,House of Representatives,A BILL
489,24-Apr-2018,INTRODUCED,House of Representatives,A BILL
65,26-Apr-2018,INTRODUCED,House of Representatives,A BILL
65,26-Apr-2018,INTRODUCED,House of Representatives,A BILL
527,7-May-2018,INTRODUCED,House of Representatives,A BILL
527,7-May-2018,INTRODUCED,House of Representatives,A BILL
383,8-May-2018,INTRODUCED,House of Representatives,A BILL
383,8-May-2018,INTRODUCED,House of Representatives,A BILL
467,18-May-2018,INTRODUCED,House of Representatives,A BILL
467,18-May-2018,INTRODUCED,House of Representatives,A BILL
468,21-May-2018,INTRODUCED,House of Representatives,A BILL
468,21-May-2018,INTRODUCED,House of Representatives,A BILL
41,23-May-2018,INTRODUCED,House of Representatives,A BILL
43,23-May-2018,INTRODUCED,House of Representatives,A BILL
523,23-May-2018,INTRODUCED,House of Representatives,A BILL
41,23-May-2018,INTRODUCED,House of Representatives,A BILL
43,23-May-2018,INTRODUCED,House of Representatives,A BILL
523,23-May-2018,INTRODUCED,House of Representatives,A BILL
338,24-May-2018,INTRODUCED,House of Representatives,A BILL
360,24-May-2018,INTRODUCED,House of Representatives,A BILL
338,24-May-2018,INTRODUCED,House of Representatives,A BILL
360,24-May-2018,INTRODUCED,House of Representatives,A BILL
372,4-Jun-2018,INTRODUCED,House of Representatives,A BILL
372,4-Jun-2018,INTRODUCED,House of Representatives,A BILL
117,7-Jun-2018,INTRODUCED,House of Representatives,A BILL
536,7-Jun-2018,INTRODUCED,House of Representatives,A BILL
536,7-Jun-2018,INTRODUCED,House of Representatives,A BILL
117,7-Jun-2018,INTRODUCED,House of Representatives,A BILL
536,7-Jun-2018,INTRODUCED,House of Representatives,A BILL
536,7-Jun-2018,INTRODUCED,House of Representatives,A BILL
157,13-Jun-2018,INTRODUCED,House of Representatives,A BILL
157,13-Jun-2018,INTRODUCED,House of Representatives,A BILL
170,14-Jun-2018,INTRODUCED,House of Representatives,A BILL
185,14-Jun-2018,INTRODUCED,House of Representatives,A BILL
170,14-Jun-2018,INTRODUCED,House of Representatives,A BILL
185,14-Jun-2018,INTRODUCED,House of Representatives,A BILL
221,19-Jun-2018,INTRODUCED,House of Representatives,A BILL
221,19-Jun-2018,INTRODUCED,House of Representatives,A BILL
86,20-Jun-2018,INTRODUCED,House of Representatives,A BILL
188,20-Jun-2018,INTRODUCED,House of Representatives,A BILL
86,20-Jun-2018,INTRODUCED,House of Representatives,A BILL
188,20-Jun-2018,INTRODUCED,House of Representatives,A BILL
422,21-Jun-2018,INTRODUCED,House of Representatives,A BILL
422,21-Jun-2018,INTRODUCED,House of Representatives,A BILL
528,22-Jun-2018,INTRODUCED,House of Representatives,A BILL
528,22-Jun-2018,INTRODUCED,House of Representatives,A BILL
72,25-Jun-2018,INTRODUCED,House of Representatives,A BILL
578,25-Jun-2018,INTRODUCED,House of Representatives,A BILL
72,25-Jun-2018,INTRODUCED,House of Representatives,A BILL
578,25-Jun-2018,INTRODUCED,House of Representatives,A BILL
578,26-Jun-2018,INTRODUCED,House of Representatives,A BILL
578,26-Jun-2018,INTRODUCED,House of Representatives,A BILL
578,26-Jun-2018,INTRODUCED,House of Representatives,A BILL
578,26-Jun-2018,INTRODUCED,House of Representatives,A BILL
519,27-Jun-2018,INTRODUCED,House of Representatives,A BILL
519,27-Jun-2018,INTRODUCED,House of Representatives,A BILL
519,27-Jun-2018,INTRODUCED,House of Representatives,A BILL
519,27-Jun-2018,INTRODUCED,House of Representatives,A BILL
101,28-Jun-2018,INTRODUCED,House of Representatives,A BILL
239,28-Jun-2018,INTRODUCED,House of Representatives,A BILL
250,28-Jun-2018,INTRODUCED,House of Representatives,A BILL
561,28-Jun-2018,INTRODUCED,House of Representatives,A BILL
561,28-Jun-2018,INTRODUCED,House of Representatives,A BILL
101,28-Jun-2018,INTRODUCED,House of Representatives,A BILL
239,28-Jun-2018,INTRODUCED,House of Representatives,A BILL
250,28-Jun-2018,INTRODUCED,House of Representatives,A BILL
561,28-Jun-2018,INTRODUCED,House of Representatives,A BILL
561,28-Jun-2018,INTRODUCED,House of Representatives,A BILL
262,11-Jul-2018,INTRODUCED,House of Representatives,A BILL
262,11-Jul-2018,INTRODUCED,House of Representatives,A BILL
311,13-Jul-2018,INTRODUCED,House of Representatives,A BILL
311,13-Jul-2018,INTRODUCED,House of Representatives,A BILL
264,16-Jul-2018,INTRODUCED,House of Representatives,A BILL
264,16-Jul-2018,INTRODUCED,House of Representatives,A BILL
133,18-Jul-2018,INTRODUCED,House of Representatives,A BILL
340,18-Jul-2018,INTRODUCED,House of Representatives,A BILL
133,18-Jul-2018,INTRODUCED,House of Representatives,A BILL
340,18-Jul-2018,INTRODUCED,House of Representatives,A BILL
194,19-Jul-2018,INTRODUCED,House of Representatives,A BILL
508,19-Jul-2018,INTRODUCED,House of Representatives,A BILL
194,19-Jul-2018,INTRODUCED,House of Representatives,A BILL
508,19-Jul-2018,INTRODUCED,House of Representatives,A BILL
21,25-Jul-2018,INTRODUCED,House of Representatives,A BILL
21,25-Jul-2018,INTRODUCED,House of Representatives,A BILL
328,26-Jul-2018,INTRODUCED,House of Representatives,A BILL
419,26-Jul-2018,INTRODUCED,House of Representatives,A BILL
471,26-Jul-2018,INTRODUCED,House of Representatives,A BILL
328,26-Jul-2018,INTRODUCED,House of Representatives,A BILL
419,26-Jul-2018,INTRODUCED,House of Representatives,A BILL
471,26-Jul-2018,INTRODUCED,House of Representatives,A BILL
476,1-Aug-2018,INTRODUCED,House of Representatives,A BILL
476,1-Aug-2018,INTRODUCED,House of Representatives,A BILL
333,10-Aug-2018,INTRODUCED,House of Representatives,A BILL
333,10-Aug-2018,INTRODUCED,House of Representatives,A BILL
297,22-Aug-2018,INTRODUCED,House of Representatives,A BILL
297,22-Aug-2018,INTRODUCED,House of Representatives,A BILL
368,24-Aug-2018,INTRODUCED,House of Representatives,A BILL
368,24-Aug-2018,INTRODUCED,House of Representatives,A BILL
311,4-Sep-2018,INTRODUCED,House of Representatives,A BILL
311,4-Sep-2018,INTRODUCED,House of Representatives,A BILL
311,4-Sep-2018,INTRODUCED,House of Representatives,A BILL
311,4-Sep-2018,INTRODUCED,House of Representatives,A BILL
42,5-Sep-2018,INTRODUCED,House of Representatives,A BILL
42,5-Sep-2018,INTRODUCED,House of Representatives,A BILL
93,10-Sep-2018,INTRODUCED,House of Representatives,A BILL
93,10-Sep-2018,INTRODUCED,House of Representatives,A BILL
133,12-Sep-2018,INTRODUCED,House of Representatives,A BILL
517,12-Sep-2018,INTRODUCED,House of Representatives,A BILL
517,12-Sep-2018,INTRODUCED,House of Representatives,A BILL
133,12-Sep-2018,INTRODUCED,House of Representatives,A BILL
517,12-Sep-2018,INTRODUCED,House of Representatives,A BILL
517,12-Sep-2018,INTRODUCED,House of Representatives,A BILL
222,13-Sep-2018,INTRODUCED,House of Representatives,A BILL
222,13-Sep-2018,INTRODUCED,House of Representatives,A BILL
488,18-Sep-2018,INTRODUCED,House of Representatives,A BILL
488,18-Sep-2018,INTRODUCED,House of Representatives,A BILL
452,25-Sep-2018,INTRODUCED,House of Representatives,A BILL
452,25-Sep-2018,INTRODUCED,House of Representatives,A BILL
298,26-Sep-2018,INTRODUCED,House of Representatives,A BILL
298,26-Sep-2018,INTRODUCED,House of Representatives,A BILL
568,28-Sep-2018,INTRODUCED,House of Representatives,A BILL
568,28-Sep-2018,INTRODUCED,House of Representatives,A BILL
268,5-Oct-2018,INTRODUCED,House of Representatives,A BILL
325,5-Oct-2018,INTRODUCED,House of Representatives,A BILL
268,5-Oct-2018,INTRODUCED,House of Representatives,A BILL
325,5-Oct-2018,INTRODUCED,House of Representatives,A BILL
375,11-Oct-2018,INTRODUCED,House of Representatives,A BILL
375,11-Oct-2018,INTRODUCED,House of Representatives,A BILL
195,30-Oct-2018,INTRODUCED,House of Representatives,A BILL
195,30-Oct-2018,INTRODUCED,House of Representatives,A BILL
211,9-Nov-2018,INTRODUCED,House of Representatives,A BILL
211,9-Nov-2018,INTRODUCED,House of Representatives,A BILL
211,9-Nov-2018,INTRODUCED,House of Representatives,A BILL
211,9-Nov-2018,INTRODUCED,House of Representatives,A BILL
430,14-Nov-2018,INTRODUCED,House of Representatives,A BILL
430,14-Nov-2018,INTRODUCED,House of Representatives,A BILL
363,16-Nov-2018,INTRODUCED,House of Representatives,A BILL
363,16-Nov-2018,INTRODUCED,House of Representatives,A BILL
1,28-Nov-2018,INTRODUCED,House of Representatives,A BILL
1,28-Nov-2018,INTRODUCED,House of Representatives,A BILL
259,3-Dec-2018,INTRODUCED,House of Representatives,A BILL
259,3-Dec-2018,INTRODUCED,House of Representatives,A BILL
228,17-Dec-2018,INTRODUCED,House of Representatives,A BILL
228,17-Dec-2018,INTRODUCED,House of Representatives,A BILL
70,19-Dec-2018,INTRODUCED,House of Representatives,A BILL
276,19-Dec-2018,INTRODUCED,House of Representatives,A BILL
427,19-Dec-2018,INTRODUCED,House of Representatives,A BILL
70,19-Dec-2018,INTRODUCED,House of Representatives,A BILL
276,19-Dec-2018,INTRODUCED,House of Representatives,A BILL
427,19-Dec-2018,INTRODUCED,House of Representatives,A BILL
275,7-Feb-2021,INTRODUCED,House of Representatives,A BILL
